txnno,txndate,custno,amount,category,product,city,state,spendby
00060111,08-17-2011,4004822,046.80,Jumping,Trampolines,Los Angeles,California,credit
00060112,10-05-2011,4008020,105.45,Outdoor Recreation,Deck Shuffleboard,Louisville,Kentucky,credit
00060113,12-11-2011,4000764,048.01,Gymnastics,Balance Beams,Baltimore,Maryland,credit
00060114,02-06-2011,4004463,150.93,Jumping,Pogo Sticks,Portland,Oregon,credit
00060115,01-29-2011,4009029,166.89,Jumping,Bungee Jumping,Cambridge,Massachusetts,credit
00060116,06-23-2011,4002450,036.05,Outdoor Recreation,Track & Field,Los Angeles,California,credit
00060117,07-27-2011,4008708,031.23,Water Sports,Windsurfing,Sunnyvale,California,credit
00060118,09-13-2011,4003222,056.27,Outdoor Recreation,Fishing,Memphis,Tennessee,credit
00060119,09-15-2011,4006255,154.85,Water Sports,Windsurfing,Tampa,Florida,credit
00060120,05-04-2011,4002560,041.67,Games,Board Games,Springfield,Illinois,credit
00060121,05-23-2011,4009391,192.37,Exercise & Fitness,Cardio Machines,Dallas,Texas,credit
00060122,09-05-2011,4006571,049.73,Water Sports,Life Jackets,Lincoln,Nebraska,credit
00060123,01-17-2011,4002917,072.67,Outdoor Recreation,Tetherball,Huntsville,Alabama,credit
00060124,12-30-2011,4002059,016.11,Racquet Sports,Tennis,Oakland,California,credit
00060125,04-03-2011,4006848,075.77,Gymnastics,Gymnastics Rings,Overland Park,Kansas,credit
00060126,10-07-2011,4009708,016.85,Water Sports,Bodyboarding,Orlando,Florida,credit
00060127,04-17-2011,4004979,159.18,Indoor Games,Ping Pong,Kansas City,Kansas,credit
00060128,01-17-2011,4004637,068.19,Outdoor Recreation,Riding Scooters,Brownsville,Texas,credit
00060129,07-13-2011,4005597,117.20,Water Sports,Whitewater Rafting,San Jose,California,credit
00060130,05-22-2011,4009982,077.68,Games,Portable Electronic Games,Nashville  ,Tennessee,credit
00060131,12-28-2011,4005135,184.02,Air Sports,Parachutes,Colorado Springs,Colorado,credit
00060132,06-30-2011,4008995,108.47,Outdoor Recreation,Deck Shuffleboard,Philadelphia,Pennsylvania,credit
00060133,09-23-2011,4000256,133.81,Indoor Games,Billiards,Midland,Texas,credit
00060134,02-01-2011,4001293,139.95,Outdoor Recreation,Track & Field,Pasadena,California,credit
00060135,04-19-2011,4004881,090.25,Outdoor Recreation,Ice Climbing,Scottsdale,Arizona,credit
00060136,12-02-2011,4004472,008.74,Outdoor Play Equipment,Sandboxes,Chicago,Illinois,credit
00060137,11-20-2011,4001086,013.78,Combat Sports,Fencing,Rockford,Illinois,credit
00060138,12-18-2011,4007906,062.02,Exercise & Fitness,Stopwatches,Rockford,Illinois,credit
00060139,09-01-2011,4007302,020.91,Racquet Sports,Squash,Orlando,Florida,credit
00060140,07-13-2011,4000642,165.75,Outdoor Recreation,Geocaching,Philadelphia,Pennsylvania,credit
00060141,12-28-2011,4009382,097.35,Winter Sports,Luge,Minneapolis,Minnesota,credit
00060142,04-26-2011,4004894,071.44,Indoor Games,Darts,Madison,Wisconsin,credit
00060143,04-18-2011,4009585,189.52,Outdoor Recreation,Running,Berkeley,California,credit
00060144,01-21-2011,4003209,102.72,Outdoor Recreation,Skateboarding,Chicago,Illinois,credit
00060145,12-03-2011,4005093,084.28,Exercise & Fitness,Exercise Bands,Jackson,Mississippi,credit
00060146,05-20-2011,4008102,132.88,Outdoor Play Equipment,Playhouses,Lowell,Massachusetts,credit
00060147,11-22-2011,4006648,061.34,Team Sports,Softball,Gilbert,Arizona,credit
00060148,06-06-2011,4007913,105.00,Water Sports,Surfing,Oakland,California,credit
00060149,05-25-2011,4007640,016.85,Water Sports,Kitesurfing,Lowell,Massachusetts,cash
00060150,11-04-2011,4009461,011.14,Outdoor Recreation,Riding Scooters,Indianapolis ,Indiana,cash
00060151,04-18-2011,4006645,151.55,Team Sports,Football,Boise,Idaho,credit
00060152,09-03-2011,4009682,120.33,Outdoor Recreation,Motorsports,Los Angeles,California,credit
00060153,11-27-2011,4004513,151.01,Air Sports,Hang Gliding,San Diego,California,credit
00060154,02-18-2011,4000542,054.70,Combat Sports,Martial Arts,Louisville,Kentucky,credit
00060155,11-25-2011,4005705,087.96,Air Sports,Parachutes,Cleveland,Ohio,credit
00060156,04-07-2011,4009636,064.29,Water Sports,Kitesurfing,Irvine,California,credit
00060157,01-06-2011,4000141,181.45,Jumping,Jumping Stilts,Seattle,Washington,credit
00060158,02-19-2011,4007085,134.45,Exercise & Fitness,Free Weight Bars,Scottsdale,Arizona,credit
00060159,02-27-2011,4006942,089.91,Gymnastics,Gymnastics Protective Gear,Austin,Texas,credit
00060160,07-16-2011,4007335,182.89,Outdoor Recreation,Rock Climbing,Colorado Springs,Colorado,credit
00060161,02-11-2011,4002545,044.91,Team Sports,Beach Volleyball,Scottsdale,Arizona,cash
00060162,02-28-2011,4005530,069.63,Outdoor Recreation,Riding Scooters,West Valley City,Utah,credit
00060163,03-21-2011,4001600,151.42,Exercise & Fitness,Weightlifting Belts,Seattle,Washington,credit
00060164,05-19-2011,4000860,101.36,Gymnastics,Springboards,St. Louis  ,Missouri,credit
00060165,06-14-2011,4002058,098.96,Racquet Sports,Badminton,Las Vegas,Nevada,credit
00060166,05-17-2011,4005102,148.80,Indoor Games,Billiards,Columbia,Missouri,credit
00060167,04-08-2011,4003304,149.89,Water Sports,Boating,Kansas City,Missouri,credit
00060168,06-11-2011,4000979,046.93,Outdoor Recreation,Shooting Games,Denver  ,Colorado,cash
00060169,05-20-2011,4004636,146.38,Exercise & Fitness,Cardio Machines,Madison,Wisconsin,credit
00060170,12-18-2011,4004751,023.54,Team Sports,Basketball,Hartford,Connecticut,cash
00060171,05-22-2011,4003668,123.18,Dancing,Ballet Bars,Denton,Texas,credit
00060172,10-18-2011,4004778,117.65,Team Sports,Lacrosse,Honolulu  ,Hawaii,credit
00060173,09-02-2011,4000497,063.09,Gymnastics,Pommel Horses,Everett,Washington,credit
00060174,06-21-2011,4007224,070.57,Outdoor Recreation,Cycling,Pittsburgh,Pennsylvania,credit
00060175,06-02-2011,4001799,030.55,Water Sports,Water Tubing,Huntsville,Alabama,cash
00060176,08-16-2011,4009182,094.97,Team Sports,Basketball,Salt Lake City,Utah,credit
00060177,03-15-2011,4004668,135.34,Outdoor Recreation,Skateboarding,Austin,Texas,credit
00060178,08-07-2011,4004962,029.84,Gymnastics,Springboards,Minneapolis,Minnesota,cash
00060179,01-07-2011,4000263,099.37,Jumping,Pogo Sticks,Dayton,Ohio,credit
00060180,12-26-2011,4008840,154.79,Outdoor Recreation,Lawn Games,Pittsburgh,Pennsylvania,credit
00060181,09-10-2011,4000394,073.94,Team Sports,Soccer,Brownsville,Texas,credit
00060182,10-17-2011,4006964,041.59,Water Sports,Kitesurfing,Huntsville,Alabama,cash
00060183,12-22-2011,4007538,116.73,Exercise & Fitness,Weightlifting Gloves,Los Angeles,California,credit
00060184,05-17-2011,4009907,109.06,Outdoor Recreation,Geocaching,Columbia,Missouri,credit
00060185,10-04-2011,4008742,101.10,Exercise & Fitness,Free Weight Bars,Anaheim,California,credit
00060186,07-21-2011,4009916,124.34,Racquet Sports,Tennis,Detroit,Michigan,credit
00060187,12-09-2011,4001563,066.02,Outdoor Recreation,Rock Climbing,Colorado Springs,Colorado,credit
00060188,11-09-2011,4008250,089.19,Indoor Games,Table Shuffleboard,Las Vegas,Nevada,credit
00060189,03-20-2011,4009761,092.08,Winter Sports,Luge,Kansas City,Missouri,credit
00060190,04-03-2011,4006562,173.12,Outdoor Recreation,Skateboarding,Oakland,California,credit
00060191,10-19-2011,4003877,120.96,Dancing,Ballet Bars,Buffalo,New York,credit
00060192,03-04-2011,4006235,142.57,Combat Sports,Boxing,Columbia,Missouri,credit
00060193,09-17-2011,4009886,021.41,Outdoor Recreation,Equestrian,Chicago,Illinois,cash
00060194,09-29-2011,4001333,118.82,Team Sports,Beach Volleyball,Columbia,Missouri,credit
00060195,07-09-2011,4008225,014.62,Gymnastics,Springboards,Dallas,Texas,cash
00060196,01-03-2011,4003460,139.30,Jumping,Trampolines,Denver  ,Colorado,credit
00060197,06-28-2011,4000260,194.62,Water Sports,Whitewater Rafting,Phoenix,Arizona,credit
00060198,08-04-2011,4003151,089.05,Racquet Sports,Tennis,Eugene,Oregon,credit
00060199,06-27-2011,4003726,153.43,Outdoor Recreation,Rock Climbing,Phoenix,Arizona,credit
00060200,02-07-2011,4008576,053.81,Outdoor Play Equipment,Playhouses,Kansas City,Kansas,credit
00060201,08-10-2011,4008609,103.77,Team Sports,Lacrosse,Plano,Texas,credit
00060202,02-21-2011,4006064,129.06,Exercise & Fitness,Free Weights,Lexington,Kentucky,credit
00060203,05-04-2011,4005390,185.86,Exercise & Fitness,Abdominal Equipment,Centennial,Colorado,credit
00060204,07-01-2011,4000129,138.85,Outdoor Recreation,Running,Detroit,Michigan,credit
00060205,02-02-2011,4009958,030.96,Combat Sports,Boxing,Philadelphia,Pennsylvania,credit
00060206,01-04-2011,4001754,033.86,Exercise & Fitness,Abdominal Equipment,Las Vegas,Nevada,credit
00060207,11-19-2011,4006570,022.38,Air Sports,Hang Gliding,Centennial,Colorado,credit
00060208,05-30-2011,4005034,164.30,Combat Sports,Martial Arts,Pasadena,Texas,credit
00060209,02-27-2011,4001947,045.89,Outdoor Play Equipment,Lawn Water Slides,New York,New York,credit
00060210,09-20-2011,4008987,157.38,Racquet Sports,Tennis,Centennial,Colorado,credit
00060211,10-24-2011,4009752,193.11,Gymnastics,Springboards,Louisville,Kentucky,credit
00060212,10-09-2011,4005321,062.98,Dancing,Ballet Bars,St. Louis  ,Missouri,credit
00060213,04-22-2011,4000083,144.36,Outdoor Recreation,Shooting Games,Coral Springs,Florida,credit
00060214,06-15-2011,4008680,194.40,Exercise & Fitness,Foam Rollers,Cincinnati,Ohio,credit
00060215,01-04-2011,4008356,025.73,Exercise & Fitness,Yoga & Pilates,Jersey City,New Jersey,credit
00060216,06-11-2011,4004596,093.00,Team Sports,Football,Seattle,Washington,credit
00060217,10-27-2011,4003638,195.87,Exercise & Fitness,Foam Rollers,Lexington,Kentucky,credit
00060218,10-08-2011,4000905,083.19,Exercise & Fitness,Gym Mats,Salem,Oregon,credit
00060219,07-04-2011,4005847,115.92,Exercise & Fitness,Weight Benches,Eugene,Oregon,credit
00060220,06-11-2011,4006375,053.11,Outdoor Recreation,Golf,Dayton,Ohio,credit
00060221,05-14-2011,4006503,169.33,Racquet Sports,Tennis,Phoenix,Arizona,credit
00060222,04-01-2011,4007499,198.45,Gymnastics,Springboards,Kansas City,Kansas,credit
00060223,09-28-2011,4002273,108.64,Outdoor Recreation,Ice Climbing,Columbus,Georgia,credit
00060224,04-30-2011,4001060,081.71,Outdoor Recreation,Shooting Games,Las Vegas,Nevada,credit
00060225,06-09-2011,4001098,036.50,Exercise & Fitness,Weight Benches,Boston,Massachusetts,credit
00060226,10-04-2011,4001635,098.82,Indoor Games,Billiards,Nashville  ,Tennessee,credit
00060227,02-17-2011,4001967,072.49,Water Sports,Swimming,Des Moines,Iowa,credit
00060228,01-18-2011,4004972,185.02,Racquet Sports,Badminton,Plano,Texas,credit
00060229,09-11-2011,4005239,078.60,Winter Sports,Cross-Country Skiing,Portland,Oregon,credit
00060230,10-29-2011,4006738,021.92,Air Sports,Parachutes,Orange,California,credit
00060231,12-23-2011,4006918,160.47,Outdoor Recreation,Skateboarding,Denver  ,Colorado,credit
00060232,02-15-2011,4001849,010.38,Gymnastics,Pommel Horses,Seattle,Washington,credit
00060233,10-25-2011,4003321,191.74,Outdoor Play Equipment,Lawn Water Slides,San Antonio,Texas,credit
00060234,04-11-2011,4003109,116.84,Games,Dice & Dice Sets,Pittsburgh,Pennsylvania,credit
00060235,07-16-2011,4009922,094.07,Combat Sports,Fencing,Cambridge,Massachusetts,credit
00060236,01-28-2011,4001125,078.40,Outdoor Recreation,Cycling,Jacksonville ,Florida,credit
00060237,11-23-2011,4008477,172.11,Outdoor Recreation,Camping & Backpacking & Hiking,Jacksonville ,Florida,credit
00060238,10-22-2011,4005908,074.91,Dancing,Ballet Bars,Columbia,South Carolina,credit
00060239,02-02-2011,4000979,178.17,Team Sports,Field Hockey,Oakland,California,credit
00060240,05-05-2011,4003930,125.12,Water Sports,Bodyboarding,Scottsdale,Arizona,credit
00060241,07-09-2011,4007795,162.24,Exercise & Fitness,Weightlifting Gloves,Flint,Michigan,credit
00060242,10-11-2011,4008887,038.51,Team Sports,Beach Volleyball,Gresham,Oregon,cash
00060243,03-25-2011,4001446,027.70,Water Sports,Kitesurfing,Paterson,New Jersey,cash
00060244,10-09-2011,4009912,054.93,Gymnastics,Gymnastics Rings,Denver  ,Colorado,credit
00060245,03-16-2011,4008826,034.19,Jumping,Pogo Sticks,Lincoln,Nebraska,cash
00060246,08-29-2011,4007602,041.02,Outdoor Recreation,Shooting Games,Fremont,California,cash
00060247,11-17-2011,4002496,047.21,Exercise & Fitness,Yoga & Pilates,Irving,Texas,cash
00060248,01-03-2011,4007944,140.28,Team Sports,Curling,Overland Park,Kansas,credit
00060249,04-26-2011,4007585,035.60,Indoor Games,Billiards,Flint,Michigan,cash
00060250,02-10-2011,4007508,092.10,Outdoor Recreation,Hunting,Boise,Idaho,credit
00060251,02-03-2011,4001331,022.65,Outdoor Recreation,Hunting,Santa Ana,California,cash
00060252,07-30-2011,4001735,140.50,Games,Board Games,Montgomery,Alabama,credit
00060253,08-01-2011,4004598,049.16,Gymnastics,Vaulting Horses,Stamford,Connecticut,cash
00060254,08-23-2011,4000622,187.75,Winter Sports,Cross-Country Skiing,Sunnyvale,California,credit
00060255,05-29-2011,4009470,104.54,Outdoor Recreation,Camping & Backpacking & Hiking,Plano,Texas,credit
00060256,09-21-2011,4009924,054.59,Water Sports,Wetsuits,Saint Paul,Minnesota,credit
00060257,12-07-2011,4003722,035.49,Jumping,Trampolines,Des Moines,Iowa,cash
00060258,01-27-2011,4004997,108.34,Team Sports,Soccer,Kansas City,Missouri,credit
00060259,06-12-2011,4001735,059.56,Outdoor Play Equipment,Playhouses,Pasadena,Texas,credit
00060260,03-17-2011,4004352,081.39,Outdoor Play Equipment,Lawn Water Slides,Madison,Wisconsin,credit
00060261,09-09-2011,4000753,143.69,Outdoor Play Equipment,Lawn Water Slides,Vancouver,Washington,credit
00060262,11-13-2011,4006641,139.74,Games,Dice Games,New York,New York,credit
00060263,04-22-2011,4009462,187.12,Winter Sports,Snowmobiling,Montgomery,Alabama,credit
00060264,05-10-2011,4002420,025.44,Gymnastics,Gymnastics Mats,Minneapolis,Minnesota,cash
00060265,03-09-2011,4008252,013.10,Outdoor Recreation,Geocaching,Reno,Nevada,cash
00060266,06-30-2011,4004877,159.05,Exercise & Fitness,Weightlifting Belts,Los Angeles,California,credit
00060267,08-26-2011,4005225,150.11,Outdoor Play Equipment,Lawn Water Slides,Phoenix,Arizona,credit
00060268,09-12-2011,4001596,082.24,Team Sports,Rugby,Saint Paul,Minnesota,credit
00060269,05-23-2011,4007047,028.81,Air Sports,Hang Gliding,Columbia,Missouri,cash
00060270,07-31-2011,4006089,100.25,Racquet Sports,Tennis,Memphis,Tennessee,credit
00060271,07-21-2011,4005049,183.12,Games,Dice Games,Midland,Texas,credit
00060272,04-27-2011,4001764,008.81,Gymnastics,Springboards,Lincoln,Nebraska,cash
00060273,07-21-2011,4003212,057.34,Water Sports,Towed Water Sports,Cincinnati,Ohio,credit
00060274,07-26-2011,4001361,158.78,Exercise & Fitness,Weightlifting Gloves,Hartford,Connecticut,credit
00060275,10-13-2011,4000282,153.76,Exercise & Fitness,Jump Ropes,Lexington,Kentucky,credit
00060276,12-21-2011,4005233,073.28,Gymnastics,Vaulting Horses,Jackson,Mississippi,credit
00060277,08-03-2011,4003478,192.44,Outdoor Play Equipment,Slides,Des Moines,Iowa,credit
00060278,01-08-2011,4006132,195.13,Outdoor Recreation,Fishing,Hampton  ,Virginia,credit
00060279,09-30-2011,4005312,081.73,Outdoor Recreation,Track & Field,Jersey City,New Jersey,credit
00060280,08-11-2011,4003032,116.29,Jumping,Pogo Sticks,Paterson,New Jersey,credit
00060281,10-17-2011,4001248,134.83,Water Sports,Windsurfing,Los Angeles,California,credit
00060282,05-30-2011,4003668,173.11,Combat Sports,Wrestling,Columbia,South Carolina,credit
00060283,02-25-2011,4005510,156.82,Outdoor Recreation,Equestrian,McKinney,Texas,credit
00060284,09-08-2011,4005012,042.19,Water Sports,Boating,Oklahoma City,Oklahoma,cash
00060285,06-26-2011,4004374,017.74,Team Sports,Basketball,Salem,Oregon,cash
00060286,07-12-2011,4004701,097.22,Winter Sports,Downhill Skiing,Green Bay,Wisconsin,credit
00060287,05-17-2011,4006601,101.27,Exercise & Fitness,Foam Rollers,Columbus,Georgia,credit
00060288,01-06-2011,4001159,154.26,Indoor Games,Billiards,Phoenix,Arizona,credit
00060289,03-11-2011,4007199,033.68,Exercise & Fitness,Weightlifting Machine Accessories,Salem,Oregon,cash
00060290,02-23-2011,4003999,105.80,Indoor Games,Air Hockey,Jersey City,New Jersey,credit
00060291,09-06-2011,4001950,067.88,Outdoor Recreation,Golf,Kansas City,Kansas,credit
00060292,06-25-2011,4002895,115.38,Water Sports,Scuba Diving & Snorkeling,Jacksonville ,Florida,credit
00060293,08-02-2011,4001444,175.70,Air Sports,Hang Gliding,Long Beach,California,credit
00060294,09-07-2011,4004785,162.87,Outdoor Recreation,Shooting Games,Gilbert,Arizona,credit
00060295,08-19-2011,4001407,158.97,Water Sports,Swimming,Lincoln,Nebraska,credit
00060296,03-09-2011,4000354,174.28,Puzzles,Jigsaw Puzzles,Lincoln,Nebraska,credit
00060297,06-17-2011,4007715,154.39,Water Sports,Water Tubing,Orlando,Florida,credit
00060298,11-28-2011,4005606,021.01,Exercise & Fitness,Cardio Machines,Clarksville,Tennessee,cash
00060299,06-15-2011,4007935,057.52,Outdoor Recreation,Fishing,Dayton,Ohio,credit
00060300,11-07-2011,4004669,096.77,Racquet Sports,Racquetball,Cincinnati,Ohio,credit
00060301,01-22-2011,4004959,109.76,Games,Card Games,Las Vegas,Nevada,credit
00060302,08-25-2011,4009154,095.98,Combat Sports,Boxing,Alexandria  ,Virginia,credit
00060303,10-13-2011,4008763,139.64,Team Sports,Cricket,Fremont,California,credit
00060304,06-24-2011,4005483,012.09,Outdoor Play Equipment,Slides,Boston,Massachusetts,credit
00060305,06-29-2011,4007235,034.61,Racquet Sports,Badminton,Columbia,Missouri,credit
00060306,08-05-2011,4000716,065.32,Exercise & Fitness,Weightlifting Belts,Montgomery,Alabama,credit
00060307,11-09-2011,4009624,008.70,Exercise & Fitness,Foam Rollers,Houston,Texas,credit
00060308,04-08-2011,4004215,171.22,Gymnastics,Gymnastics Rings,Paterson,New Jersey,credit
00060309,03-25-2011,4000265,198.43,Indoor Games,Darts,Scottsdale,Arizona,credit
00060310,01-16-2011,4009725,173.90,Exercise & Fitness,Gym Mats,Fremont,California,credit
00060311,02-06-2011,4009356,129.08,Winter Sports,Luge,Dayton,Ohio,credit
00060312,10-12-2011,4008660,131.81,Gymnastics,Springboards,San Antonio,Texas,credit
00060313,05-31-2011,4007210,123.43,Dancing,Ballet Bars,Cambridge,Massachusetts,credit
00060314,04-12-2011,4002032,173.09,Racquet Sports,Squash,Las Vegas,Nevada,credit
00060315,03-16-2011,4004445,093.09,Team Sports,Softball,Des Moines,Iowa,credit
00060316,04-11-2011,4005275,043.24,Games,Dice Games,El Paso,Texas,credit
00060317,05-10-2011,4006973,096.03,Outdoor Recreation,Skateboarding,San Francisco,California,credit
00060318,12-23-2011,4003180,172.92,Outdoor Recreation,Skating,Orange,California,credit
00060319,11-10-2011,4001950,022.02,Outdoor Recreation,Archery,Sunnyvale,California,credit
00060320,09-06-2011,4000072,095.38,Outdoor Recreation,Archery,Columbia,Missouri,credit
00060321,08-15-2011,4005685,084.52,Water Sports,Kitesurfing,Buffalo,New York,credit
00060322,08-03-2011,4004846,177.67,Team Sports,Baseball,Sunnyvale,California,credit
00060323,10-07-2011,4000385,152.66,Team Sports,Basketball,Lowell,Massachusetts,credit
00060324,09-12-2011,4006688,070.63,Exercise & Fitness,Medicine Balls,Irvine,California,credit
00060325,12-17-2011,4005976,010.25,Outdoor Recreation,Tetherball,Tampa,Florida,credit
00060326,02-25-2011,4004412,150.30,Games,Dice Games,New York,New York,credit
00060327,01-04-2011,4000017,107.80,Team Sports,Cheerleading,El Paso,Texas,credit
00060328,09-24-2011,4006775,191.13,Team Sports,Cricket,Long Beach,California,credit
00060329,10-31-2011,4001760,021.24,Winter Sports,Snowshoeing,Reno,Nevada,credit
00060330,07-03-2011,4008917,024.24,Outdoor Recreation,Archery,New York,New York,credit
00060331,07-15-2011,4008696,098.89,Indoor Games,Foosball,Chattanooga,Tennessee,credit
00060332,03-05-2011,4008517,006.15,Outdoor Recreation,Skating,San Jose,California,credit
00060333,05-06-2011,4008334,024.03,Exercise & Fitness,Weightlifting Belts,Tampa,Florida,credit
00060334,01-04-2011,4007927,073.09,Exercise & Fitness,Stopwatches,Atlanta,Georgia,credit
00060335,05-24-2011,4002783,191.26,Winter Sports,Snowmobiling,Boston,Massachusetts,credit
00060336,09-04-2011,4004485,104.15,Team Sports,Rugby,Columbia,Missouri,credit
00060337,04-04-2011,4001430,145.53,Water Sports,Life Jackets,Lowell,Massachusetts,credit
00060338,04-16-2011,4005517,024.46,Team Sports,Curling,Columbus,Georgia,credit
00060339,03-17-2011,4005301,081.62,Racquet Sports,Badminton,Detroit,Michigan,credit
00060340,08-11-2011,4005227,174.43,Winter Sports,Downhill Skiing,Louisville,Kentucky,credit
00060341,01-28-2011,4001961,027.96,Indoor Games,Foosball,Alexandria  ,Virginia,cash
00060342,06-21-2011,4007135,013.05,Outdoor Play Equipment,Swing Sets,Omaha,Nebraska,cash
00060343,09-09-2011,4001161,119.40,Team Sports,Baseball,Columbia,Missouri,credit
00060344,11-05-2011,4001081,064.83,Outdoor Recreation,Shooting Games,Richmond  ,Virginia,credit
00060345,06-05-2011,4005566,116.31,Racquet Sports,Badminton,Pasadena,California,credit
00060346,08-09-2011,4003717,166.13,Exercise & Fitness,Medicine Balls,Montgomery,Alabama,credit
00060347,02-27-2011,4001047,007.39,Outdoor Recreation,Camping & Backpacking & Hiking,Long Beach,California,cash
00060348,05-23-2011,4000041,014.67,Indoor Games,Foosball,Omaha,Nebraska,cash
00060349,07-28-2011,4005099,148.13,Air Sports,Hang Gliding,Durham,North Carolina,credit
00060350,09-23-2011,4000661,140.53,Outdoor Recreation,Cycling,Los Angeles,California,credit
00060351,06-17-2011,4009306,148.81,Games,Dice & Dice Sets,Overland Park,Kansas,credit
00060352,02-24-2011,4009318,015.69,Games,Card Games,Columbia,Missouri,cash
00060353,05-17-2011,4009635,101.59,Outdoor Recreation,Shooting Games,Rockford,Illinois,credit
00060354,01-01-2011,4001025,075.51,Water Sports,Water Tubing,Overland Park,Kansas,credit
00060355,06-25-2011,4003884,181.64,Outdoor Recreation,Motorsports,Cleveland,Ohio,credit
00060356,04-19-2011,4009361,083.81,Team Sports,Team Handball,Hartford,Connecticut,credit
00060357,02-04-2011,4007199,043.30,Exercise & Fitness,Jump Ropes,Irving,Texas,cash
00060358,01-15-2011,4005286,189.15,Winter Sports,Snowshoeing,Centennial,Colorado,credit
00060359,12-07-2011,4001489,027.04,Gymnastics,Vaulting Horses,Alexandria  ,Virginia,cash
00060360,04-17-2011,4005667,185.38,Outdoor Play Equipment,Sandboxes,Rockford,Illinois,credit
00060361,01-24-2011,4004296,012.48,Gymnastics,Balance Beams,Portland,Oregon,cash
00060362,04-08-2011,4004527,108.15,Outdoor Recreation,Track & Field,Cambridge,Massachusetts,credit
00060363,04-09-2011,4007534,022.42,Exercise & Fitness,Weight Benches,West Valley City,Utah,cash
00060364,07-20-2011,4007918,013.36,Winter Sports,Luge,Boise,Idaho,cash
00060365,09-15-2011,4001840,173.79,Team Sports,Basketball,Cleveland,Ohio,credit
00060366,08-11-2011,4008948,061.56,Exercise & Fitness,Medicine Balls,Dallas,Texas,credit
00060367,06-17-2011,4004188,195.26,Exercise & Fitness,Exercise Bands,Baltimore,Maryland,credit
00060368,03-29-2011,4008952,072.60,Games,Dominoes,Saint Paul,Minnesota,credit
00060369,05-13-2011,4004637,035.95,Games,Dominoes,Memphis,Tennessee,cash
00060370,06-07-2011,4009412,193.19,Exercise & Fitness,Medicine Balls,Philadelphia,Pennsylvania,credit
00060371,09-25-2011,4009577,032.16,Gymnastics,Gymnastics Bars,Kansas City,Kansas,cash
00060372,06-05-2011,4000336,171.86,Outdoor Play Equipment,Slides,Flint,Michigan,credit
00060373,02-03-2011,4003552,198.24,Puzzles,Jigsaw Puzzles,Omaha,Nebraska,credit
00060374,11-28-2011,4006235,175.60,Outdoor Play Equipment,Slides,Hartford,Connecticut,credit
00060375,09-18-2011,4003472,182.97,Exercise & Fitness,Free Weights,Huntsville,Alabama,credit
00060376,12-25-2011,4001988,106.14,Outdoor Recreation,Rock Climbing,Alexandria  ,Virginia,credit
00060377,12-13-2011,4005613,181.97,Water Sports,Boating,Buffalo,New York,credit
00060378,05-01-2011,4005416,124.61,Gymnastics,Gymnastics Rings,Lincoln,Nebraska,credit
00060379,11-21-2011,4009716,172.76,Racquet Sports,Squash,Dayton,Ohio,credit
00060380,05-05-2011,4007021,013.86,Winter Sports,Luge,Plano,Texas,cash
00060381,03-31-2011,4005127,038.39,Games,Board Games,West Valley City,Utah,cash
00060382,01-29-2011,4009128,198.79,Air Sports,Parachutes,Bellevue,Washington,credit
00060383,02-21-2011,4006592,039.54,Puzzles,Mechanical Puzzles,St. Petersburg,Florida,cash
00060384,02-22-2011,4001513,156.28,Outdoor Play Equipment,Water Tables,Baltimore,Maryland,credit
00060385,11-24-2011,4008030,119.28,Jumping,Jumping Stilts,West Valley City,Utah,credit
00060386,01-12-2011,4002806,166.81,Winter Sports,Snowshoeing,New Orleans,Louisiana,credit
00060387,11-08-2011,4008959,123.19,Combat Sports,Boxing,Oklahoma City,Oklahoma,credit
00060388,05-06-2011,4009198,184.77,Team Sports,Indoor Volleyball,Jackson,Mississippi,credit
00060389,06-02-2011,4007645,035.48,Indoor Games,Ping Pong,Madison,Wisconsin,cash
00060390,03-31-2011,4006289,132.75,Exercise & Fitness,Cardio Machine Accessories,Philadelphia,Pennsylvania,credit
00060391,02-27-2011,4004349,165.99,Team Sports,Basketball,Baltimore,Maryland,credit
00060392,01-03-2011,4007950,041.52,Games,Portable Electronic Games,Columbia,South Carolina,cash
00060393,11-13-2011,4004757,038.06,Outdoor Recreation,Skateboarding,San Francisco,California,cash
00060394,08-04-2011,4001188,110.60,Gymnastics,Gymnastics Bars,Nashville  ,Tennessee,credit
00060395,01-01-2011,4008924,122.22,Jumping,Bungee Jumping,Buffalo,New York,credit
00060396,06-15-2011,4008914,094.98,Jumping,Pogo Sticks,Milwaukee,Wisconsin,credit
00060397,11-21-2011,4004780,180.78,Winter Sports,Cross-Country Skiing,Santa Ana,California,credit
00060398,11-25-2011,4001520,153.19,Gymnastics,Vaulting Horses,Buffalo,New York,credit
00060399,02-20-2011,4005619,029.10,Team Sports,Baseball,Hampton  ,Virginia,cash
00060400,12-18-2011,4008744,008.05,Outdoor Recreation,Skateboarding,Colorado Springs,Colorado,credit
00060401,02-23-2011,4007120,011.16,Team Sports,Basketball,San Diego,California,credit
00060402,11-18-2011,4008315,034.38,Water Sports,Boating,Dayton,Ohio,credit
00060403,07-07-2011,4005740,172.91,Outdoor Recreation,Tetherball,Chicago,Illinois,credit
00060404,04-04-2011,4000466,080.20,Gymnastics,Gymnastics Mats,West Valley City,Utah,credit
00060405,05-15-2011,4005945,011.55,Water Sports,Wetsuits,Oklahoma City,Oklahoma,credit
